iTOW,year,month,day,hour,min,second,validDate,validTime,fullyResolved,validMag,tAcc,nano,fixType,gnssFixOk,diffSoln,psmState,headVehValid,carrSoln,confirmedAvai,confirmedDate,confirmedTime,numSV,lon,lat,height,hMSL,hAcc,vAcc,velN,velE,velD,gSpeed,headMot,sAcc,headAcc,pDOP,invalidLlh,lastCorrectionAge,reserved0,headVeh,magDec,magAcc
94646000,2025,10,27,2,17,8,1,1,1,0,23,-467973,3,1,1,0,0,0,1,1,1,31,114.1802,22.3056382,19066,20679,796,1251,-243,-873,-11,906,254.44952,97,4.61653,1.11,0,0,558842204,0.0,0.0,0.0
94647000,2025,10,27,2,17,9,1,1,1,0,23,-468040,3,1,1,0,0,0,1,1,1,30,114.1801916,22.305635,19092,20705,793,1243,-407,-884,-76,973,245.28806,111,4.09006,1.11,0,0,558842204,0.0,0.0,0.0
94648000,2025,10,27,2,17,10,1,1,1,0,23,-468105,3,1,1,0,0,0,1,1,1,31,114.1801837,22.3056314,19093,20705,787,1235,-424,-822,-44,925,242.69006,101,4.6801,1.06,0,0,558842204,0.0,0.0,0.0
94649000,2025,10,27,2,17,11,1,1,1,0,23,-468170,3,1,1,0,0,0,1,1,1,31,114.1801765,22.3056275,18985,20598,781,1224,-459,-759,100,887,238.82376,84,4.88441,1.11,0,0,558842204,0.0,0.0,0.0
94650000,2025,10,27,2,17,12,1,1,1,0,23,-468236,3,1,1,0,0,0,1,1,1,31,114.1801691,22.3056242,18922,20535,780,1221,-341,-802,35,871,246.93822,96,5.14395,1.11,0,0,558842204,0.0,0.0,0.0
94651000,2025,10,27,2,17,13,1,1,1,0,23,-468302,3,1,1,0,0,0,1,1,1,31,114.1801613,22.3056208,18960,20573,779,1218,-406,-823,-51,917,243.73158,98,4.89517,1.06,0,0,558842204,0.0,0.0,0.0
94652000,2025,10,27,2,17,14,1,1,1,0,23,-468369,3,1,1,0,0,0,1,1,1,31,114.180154,22.3056181,19003,20616,782,1221,-215,-747,53,778,253.92002,96,6.18824,1.11,0,0,558842204,0.0,0.0,0.0
94653000,2025,10,27,2,17,15,1,1,1,0,23,-468436,3,1,1,0,0,0,1,1,1,31,114.1801458,22.3056156,19026,20639,786,1223,-291,-911,-81,956,252.29104,104,5.28499,1.11,0,0,558842204,0.0,0.0,0.0
94654000,2025,10,27,2,17,16,1,1,1,0,23,-468502,3,1,1,0,0,0,1,1,1,31,114.1801363,22.3056129,19020,20633,770,1201,-346,-961,-17,1021,250.22298,78,3.61973,1.06,0,0,558842204,0.0,0.0,0.0
94655000,2025,10,27,2,17,17,1,1,1,0,23,-468572,3,1,1,0,0,0,1,1,1,31,114.180128,22.3056104,18935,20548,767,1199,-251,-824,126,862,253.0861,84,5.87772,1.11,0,0,558842204,0.0,0.0,0.0
94656000,2025,10,27,2,17,18,1,1,1,0,23,-468642,3,1,1,0,0,0,1,1,1,30,114.1801195,22.3056081,18845,20458,765,1194,-264,-922,17,959,254.02078,91,4.48772,1.11,0,0,558842204,0.0,0.0,0.0
94657000,2025,10,27,2,17,19,1,1,1,0,23,-468708,3,1,1,0,0,0,1,1,1,30,114.180111,22.3056056,18937,20550,759,1185,-293,-886,-184,933,251.66742,104,4.36462,1.11,0,0,558842204,0.0,0.0,0.0
94658000,2025,10,27,2,17,20,1,1,1,0,23,-468770,3,1,1,0,0,0,1,1,1,31,114.1801029,22.305605,18907,20520,750,1171,14,-863,-21,863,270.91282,88,4.97607,1.11,0,0,558842204,0.0,0.0,0.0
94659000,2025,10,27,2,17,21,1,1,1,0,23,-468834,3,1,1,0,0,0,1,1,1,31,114.1800948,22.3056061,18988,20601,733,1145,212,-783,1,812,285.16366,67,4.19674,1.06,0,0,558842204,0.0,0.0,0.0
94660000,2025,10,27,2,17,22,1,1,1,0,23,-468897,3,1,1,0,0,0,1,1,1,31,114.1800877,22.3056095,18965,20578,722,1130,440,-703,34,829,302.05436,73,5.2269,1.06,0,0,558842204,0.0,0.0,0.0
94661000,2025,10,27,2,17,23,1,1,1,0,23,-468961,3,1,1,0,0,0,1,1,1,31,114.1800833,22.3056138,18932,20545,712,1116,444,-352,2,567,321.60496,72,7.61938,1.06,0,0,558842204,0.0,0.0,0.0
